"party_label","party_votes","prefs","pref_ratio","cand_label","cand_num","protocol"
"ГЕРБ-СДС ","101","84","0.832","Александър Иванов Мацурев ","105","https://results.cik.bg/ns2023/protokoli/64/01/010100001.1.html"
"ГЕРБ-СДС ","114","89","0.781","Александър Иванов Мацурев ","105","https://results.cik.bg/ns2023/protokoli/64/01/010100004.1.html"
"БСП ЗА БЪЛГАРИЯ ","39","28","0.718","Костадин Михайлов Юнчов ","117","https://results.cik.bg/ns2023/protokoli/64/01/010100006.1.html"
"БСП ЗА БЪЛГАРИЯ ","50","37","0.74","Костадин Михайлов Юнчов ","117","https://results.cik.bg/ns2023/protokoli/64/01/010100007.1.html"
"ГЕРБ-СДС ","105","75","0.714","Александър Иванов Мацурев ","105","https://results.cik.bg/ns2023/protokoli/64/01/010100007.1.html"
"КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ ","192","158","0.823","Иван Николов Сакарев ","115","https://results.cik.bg/ns2023/protokoli/64/01/010100014.1.html"
"КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ ","107","86","0.804","Иван Николов Сакарев ","115","https://results.cik.bg/ns2023/protokoli/64/01/010100015.1.html"
"КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ ","87","66","0.759","Иван Николов Сакарев ","115","https://results.cik.bg/ns2023/protokoli/64/01/010100016.1.html"
"ГЕРБ-СДС ","62","54","0.871","Александър Иванов Мацурев ","105","https://results.cik.bg/ns2023/protokoli/64/01/010100022.1.html"
"ГЕРБ-СДС ","95","72","0.758","Александър Иванов Мацурев ","105","https://results.cik.bg/ns2023/protokoli/64/01/010100023.1.html"
"Движение за права и свободи – ДПС ","75","61","0.813","Луиза Ицкова Александрова ","109","https://results.cik.bg/ns2023/protokoli/64/01/010300009.1.html"
"ПП БЪЛГАРСКИ ВЪЗХОД ","31","28","0.903","Марио Рашков Асьов ","110","https://results.cik.bg/ns2023/protokoli/64/01/010300120.1.html"
"БСП ЗА БЪЛГАРИЯ ","130","109","0.838","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100001.1.html"
"БСП ЗА БЪЛГАРИЯ ","71","68","0.958","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100002.1.html"
"ГЕРБ-СДС ","138","111","0.804","Димитър Добрев Попов ","107","https://results.cik.bg/ns2023/protokoli/64/01/011100002.1.html"
"БСП ЗА БЪЛГАРИЯ ","105","82","0.781","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100006.1.html"
"БСП ЗА БЪЛГАРИЯ ","86","71","0.826","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100008.1.html"
"БСП ЗА БЪЛГАРИЯ ","67","48","0.716","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100011.1.html"
"БСП ЗА БЪЛГАРИЯ ","66","49","0.742","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100014.1.html"
"БСП ЗА БЪЛГАРИЯ ","64","49","0.766","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100016.1.html"
"БСП ЗА БЪЛГАРИЯ ","86","65","0.756","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100018.1.html"
"БСП ЗА БЪЛГАРИЯ ","81","64","0.79","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100019.1.html"
"БСП ЗА БЪЛГАРИЯ ","62","49","0.79","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100020.1.html"
"БСП ЗА БЪЛГАРИЯ ","74","57","0.77","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100022.1.html"
"БСП ЗА БЪЛГАРИЯ ","73","53","0.726","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100024.1.html"
"БСП ЗА БЪЛГАРИЯ ","41","29","0.707","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100025.1.html"
"БСП ЗА БЪЛГАРИЯ ","70","51","0.729","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100029.1.html"
"БСП ЗА БЪЛГАРИЯ ","80","79","0.988","Богдан Емилов Боцев ","102","https://results.cik.bg/ns2023/protokoli/64/01/011100043.1.html"
"ЛЕВИЦАТА! ","42","35","0.833","Георги Асенов Костов ","122","https://results.cik.bg/ns2023/protokoli/64/01/012800002.1.html"
"ГЕРБ-СДС ","108","85","0.787","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300007.1.html"
"ГЕРБ-СДС ","151","111","0.735","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300008.1.html"
"ГЕРБ-СДС ","132","94","0.712","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300014.1.html"
"ГЕРБ-СДС ","90","64","0.711","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300027.1.html"
"ГЕРБ-СДС ","34","27","0.794","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300031.1.html"
"ГЕРБ-СДС ","194","188","0.969","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300038.1.html"
"ГЕРБ-СДС ","70","50","0.714","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300039.1.html"
"ГЕРБ-СДС ","121","87","0.719","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300042.1.html"
"ГЕРБ-СДС ","41","36","0.878","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300048.1.html"
"ГЕРБ-СДС ","77","58","0.753","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300050.1.html"
"ГЕРБ-СДС ","114","101","0.886","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300052.1.html"
"ГЕРБ-СДС ","78","65","0.833","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300053.1.html"
"ГЕРБ-СДС ","74","67","0.905","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300054.1.html"
"ГЕРБ-СДС ","98","76","0.776","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300064.1.html"
"ГЕРБ-СДС ","44","32","0.727","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300071.1.html"
"ГЕРБ-СДС ","44","31","0.705","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300073.1.html"
"ГЕРБ-СДС ","37","35","0.946","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300075.1.html"
"ГЕРБ-СДС ","159","122","0.767","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300084.1.html"
"ГЕРБ-СДС ","39","28","0.718","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300085.1.html"
"ГЕРБ-СДС ","133","112","0.842","Костадин Томов Стойков ","103","https://results.cik.bg/ns2023/protokoli/64/01/013300086.1.html"
"ГЕРБ-СДС ","91","69","0.758","Емил Серафимов Тончев ","106","https://results.cik.bg/ns2023/protokoli/64/01/013700001.1.html"
"ГЕРБ-СДС ","104","75","0.721","Емил Серафимов Тончев ","106","https://results.cik.bg/ns2023/protokoli/64/01/013700009.1.html"
"ГЕРБ-СДС ","67","48","0.716","Емил Серафимов Тончев ","106","https://results.cik.bg/ns2023/protokoli/64/01/013700011.1.html"
